piece,key,part,pitch_class,pitch_name,pitch_midi,degree
bwv244.15.mxl,b,Soprano,7,G4,67,6.0
bwv244.15.mxl,b,Soprano,6,F#4,66,5.0
bwv244.15.mxl,b,Soprano,2,D5,74,3.0
bwv244.15.mxl,b,Soprano,1,C#5,73,2.0
bwv244.15.mxl,b,Soprano,2,D5,74,3.0
bwv244.15.mxl,b,Soprano,4,E5,76,4.0
bwv244.15.mxl,b,Soprano,2,D5,74,3.0
bwv244.15.mxl,b,Soprano,1,C#5,73,2.0
bwv244.15.mxl,b,Soprano,11,B4,71,1.0
bwv244.15.mxl,b,Soprano,1,C#5,73,2.0
bwv244.15.mxl,b,Soprano,6,F#4,66,5.0
bwv244.15.mxl,b,Soprano,7,G4,67,6.0
bwv244.15.mxl,b,Soprano,6,F#4,66,5.0
bwv244.15.mxl,b,Soprano,4,E4,64,4.0
bwv244.15.mxl,b,Soprano,9,A4,69,7.0
bwv244.15.mxl,b,Soprano,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,1,C#4,61,2.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,11,B4,71,1.0
bwv244.15.mxl,b,Alto,9,A4,69,7.0
bwv244.15.mxl,b,Alto,7,G4,67,6.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,7,G4,67,6.0
bwv244.15.mxl,b,Alto,7,G4,67,6.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,7,G4,67,6.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,3,D#4,63,
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,6,F#4,66,5.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,4,E4,64,4.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,1,C#4,61,2.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Alto,1,C#4,61,2.0
bwv244.15.mxl,b,Alto,2,D4,62,3.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,7,G3,55,6.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,10,A#3,58,
bwv244.15.mxl,b,Tenor,6,F#3,54,5.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,10,A#3,58,
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,6,F#4,66,5.0
bwv244.15.mxl,b,Tenor,4,E4,64,4.0
bwv244.15.mxl,b,Tenor,2,D4,62,3.0
bwv244.15.mxl,b,Tenor,1,C#4,61,2.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,7,G3,55,6.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,7,G3,55,6.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,2,D4,62,3.0
bwv244.15.mxl,b,Tenor,2,D4,62,3.0
bwv244.15.mxl,b,Tenor,2,D4,62,3.0
bwv244.15.mxl,b,Tenor,1,C#4,61,2.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,8,G#3,56,
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,1,C#4,61,2.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,6,F#3,54,5.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,8,G#3,56,
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,7,G3,55,6.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,11,B3,59,1.0
bwv244.15.mxl,b,Tenor,4,E3,52,4.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Tenor,9,A3,57,7.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,7,G3,55,6.0
bwv244.15.mxl,b,Bass,6,F#3,54,5.0
bwv244.15.mxl,b,Bass,11,B2,47,1.0
bwv244.15.mxl,b,Bass,1,C#3,49,2.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,7,G2,43,6.0
bwv244.15.mxl,b,Bass,9,A2,45,7.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,1,C#3,49,2.0
bwv244.15.mxl,b,Bass,11,B2,47,1.0
bwv244.15.mxl,b,Bass,1,C#3,49,2.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,4,E3,52,4.0
bwv244.15.mxl,b,Bass,6,F#3,54,5.0
bwv244.15.mxl,b,Bass,6,F#2,42,5.0
bwv244.15.mxl,b,Bass,11,B2,47,1.0
bwv244.15.mxl,b,Bass,11,B3,59,1.0
bwv244.15.mxl,b,Bass,4,E3,52,4.0
bwv244.15.mxl,b,Bass,6,F#3,54,5.0
bwv244.15.mxl,b,Bass,7,G3,55,6.0
bwv244.15.mxl,b,Bass,6,F#3,54,5.0
bwv244.15.mxl,b,Bass,4,E3,52,4.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,7,G3,55,6.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,4,E3,52,4.0
bwv244.15.mxl,b,Bass,6,F#3,54,5.0
bwv244.15.mxl,b,Bass,7,G3,55,6.0
bwv244.15.mxl,b,Bass,9,A3,57,7.0
bwv244.15.mxl,b,Bass,11,B3,59,1.0
bwv244.15.mxl,b,Bass,8,G#3,56,
bwv244.15.mxl,b,Bass,9,A3,57,7.0
bwv244.15.mxl,b,Bass,1,C#3,49,2.0
bwv244.15.mxl,b,Bass,6,F#3,54,5.0
bwv244.15.mxl,b,Bass,8,G#3,56,
bwv244.15.mxl,b,Bass,9,A3,57,7.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,4,E3,52,4.0
bwv244.15.mxl,b,Bass,9,A2,45,7.0
bwv244.15.mxl,b,Bass,2,D3,50,3.0
bwv244.15.mxl,b,Bass,1,C#3,49,2.0
bwv244.15.mxl,b,Bass,11,B2,47,1.0
bwv244.15.mxl,b,Bass,9,A2,45,7.0
bwv244.15.mxl,b,Bass,7,G2,43,6.0
bwv244.15.mxl,b,Bass,9,A2,45,7.0
bwv244.15.mxl,b,Bass,2,D2,38,3.0
bwv244.25.mxl,b,Soprano,6,F#4,66,5.0
bwv244.25.mxl,b,Soprano,7,G4,67,6.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,4,E5,76,4.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,8,G#4,68,
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,6,F#4,66,5.0
bwv244.25.mxl,b,Soprano,7,G4,67,6.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,9,A4,69,7.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Soprano,4,E5,76,4.0
bwv244.25.mxl,b,Soprano,2,D5,74,3.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,1,C#5,73,2.0
bwv244.25.mxl,b,Soprano,11,B4,71,1.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,7,G4,67,6.0
bwv244.25.mxl,b,Alto,9,A4,69,7.0
bwv244.25.mxl,b,Alto,9,A4,69,7.0
bwv244.25.mxl,b,Alto,8,G#4,68,
bwv244.25.mxl,b,Alto,9,A4,69,7.0
bwv244.25.mxl,b,Alto,7,G4,67,6.0
bwv244.25.mxl,b,Alto,9,A4,69,7.0
bwv244.25.mxl,b,Alto,11,B4,71,1.0
bwv244.25.mxl,b,Alto,11,B4,71,1.0
bwv244.25.mxl,b,Alto,11,B4,71,1.0
bwv244.25.mxl,b,Alto,10,A#4,70,
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,8,G#4,68,
bwv244.25.mxl,b,Alto,8,G#4,68,
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,2,D4,62,3.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,8,G#4,68,
bwv244.25.mxl,b,Alto,5,E#4,65,
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,5,E#4,65,
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,7,G4,67,6.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,4,E4,64,4.0
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Alto,8,G#4,68,
bwv244.25.mxl,b,Alto,10,A#4,70,
bwv244.25.mxl,b,Alto,11,B4,71,1.0
bwv244.25.mxl,b,Alto,11,B4,71,1.0
bwv244.25.mxl,b,Alto,11,B4,71,1.0
bwv244.25.mxl,b,Alto,10,A#4,70,
bwv244.25.mxl,b,Alto,6,F#4,66,5.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,9,A3,57,7.0
bwv244.25.mxl,b,Tenor,7,G3,55,6.0
bwv244.25.mxl,b,Tenor,6,F#3,54,5.0
bwv244.25.mxl,b,Tenor,7,G3,55,6.0
bwv244.25.mxl,b,Tenor,9,A3,57,7.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,9,A3,57,7.0
bwv244.25.mxl,b,Tenor,4,E4,64,4.0
bwv244.25.mxl,b,Tenor,6,F#4,66,5.0
bwv244.25.mxl,b,Tenor,4,E4,64,4.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,4,E4,64,4.0
bwv244.25.mxl,b,Tenor,6,F#4,66,5.0
bwv244.25.mxl,b,Tenor,7,G4,67,6.0
bwv244.25.mxl,b,Tenor,7,G4,67,6.0
bwv244.25.mxl,b,Tenor,6,F#4,66,5.0
bwv244.25.mxl,b,Tenor,7,G4,67,6.0
bwv244.25.mxl,b,Tenor,6,F#4,66,5.0
bwv244.25.mxl,b,Tenor,4,E4,64,4.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,4,E4,64,4.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,10,A#3,58,
bwv244.25.mxl,b,Tenor,10,A#3,58,
bwv244.25.mxl,b,Tenor,8,G#3,56,
bwv244.25.mxl,b,Tenor,6,F#3,54,5.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,8,G#3,56,
bwv244.25.mxl,b,Tenor,10,A#3,58,
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,9,A3,57,7.0
bwv244.25.mxl,b,Tenor,9,A3,57,7.0
bwv244.25.mxl,b,Tenor,9,A3,57,7.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,3,D#4,63,
bwv244.25.mxl,b,Tenor,4,E4,64,4.0
bwv244.25.mxl,b,Tenor,11,B3,59,1.0
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,2,D4,62,3.0
bwv244.25.mxl,b,Tenor,8,G#3,56,
bwv244.25.mxl,b,Tenor,1,C#4,61,2.0
bwv244.25.mxl,b,Tenor,3,D#4,63,
bwv244.25.mxl,b,Bass,11,B3,59,1.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,7,G3,55,6.0
bwv244.25.mxl,b,Bass,2,D3,50,3.0
bwv244.25.mxl,b,Bass,4,E3,52,4.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,7,G3,55,6.0
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,9,A2,45,7.0
bwv244.25.mxl,b,Bass,2,D3,50,3.0
bwv244.25.mxl,b,Bass,11,B2,47,1.0
bwv244.25.mxl,b,Bass,9,A2,45,7.0
bwv244.25.mxl,b,Bass,4,E3,52,4.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,7,G3,55,6.0
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,11,B3,59,1.0
bwv244.25.mxl,b,Bass,4,E3,52,4.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,11,B2,47,1.0
bwv244.25.mxl,b,Bass,11,B3,59,1.0
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,8,G#3,56,
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,4,E3,52,4.0
bwv244.25.mxl,b,Bass,5,E#3,53,
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,4,E3,52,4.0
bwv244.25.mxl,b,Bass,3,D#3,51,
bwv244.25.mxl,b,Bass,4,E3,52,4.0
bwv244.25.mxl,b,Bass,9,A2,45,7.0
bwv244.25.mxl,b,Bass,2,D3,50,3.0
bwv244.25.mxl,b,Bass,8,G#2,44,
bwv244.25.mxl,b,Bass,10,A#2,46,
bwv244.25.mxl,b,Bass,11,B2,47,1.0
bwv244.25.mxl,b,Bass,1,C#3,49,2.0
bwv244.25.mxl,b,Bass,2,D3,50,3.0
bwv244.25.mxl,b,Bass,11,B2,47,1.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,11,B3,59,1.0
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,8,G#3,56,
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,11,B3,59,1.0
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,8,G#3,56,
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,2,D3,50,3.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,8,G#3,56,
bwv244.25.mxl,b,Bass,9,A3,57,7.0
bwv244.25.mxl,b,Bass,8,G#3,56,
bwv244.25.mxl,b,Bass,7,G3,55,6.0
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,5,E#3,53,
bwv244.25.mxl,b,Bass,6,F#3,54,5.0
bwv244.25.mxl,b,Bass,11,B2,47,1.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Soprano,10,A#4,70,
bwv244.3.mxl,b,Soprano,8,G#4,68,
bwv244.3.mxl,b,Soprano,6,F#4,66,5.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Soprano,1,C#5,73,2.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,4,E5,76,4.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,1,C#5,73,2.0
bwv244.3.mxl,b,Soprano,1,C#5,73,2.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,4,E5,76,4.0
bwv244.3.mxl,b,Soprano,6,F#5,78,5.0
bwv244.3.mxl,b,Soprano,4,E5,76,4.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,7,G5,79,6.0
bwv244.3.mxl,b,Soprano,7,G5,79,6.0
bwv244.3.mxl,b,Soprano,6,F#5,78,5.0
bwv244.3.mxl,b,Soprano,4,E5,76,4.0
bwv244.3.mxl,b,Soprano,6,F#5,78,5.0
bwv244.3.mxl,b,Soprano,4,E5,76,4.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,1,C#5,73,2.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Soprano,9,A4,69,7.0
bwv244.3.mxl,b,Soprano,6,F#4,66,5.0
bwv244.3.mxl,b,Soprano,7,G4,67,6.0
bwv244.3.mxl,b,Soprano,9,A4,69,7.0
bwv244.3.mxl,b,Soprano,9,A4,69,7.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Soprano,9,A4,69,7.0
bwv244.3.mxl,b,Soprano,7,G4,67,6.0
bwv244.3.mxl,b,Soprano,6,F#4,66,5.0
bwv244.3.mxl,b,Soprano,6,F#5,78,5.0
bwv244.3.mxl,b,Soprano,4,E5,76,4.0
bwv244.3.mxl,b,Soprano,2,D5,74,3.0
bwv244.3.mxl,b,Soprano,1,C#5,73,2.0
bwv244.3.mxl,b,Soprano,1,C#5,73,2.0
bwv244.3.mxl,b,Soprano,11,B4,71,1.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,7,G4,67,6.0
bwv244.3.mxl,b,Alto,2,D4,62,3.0
bwv244.3.mxl,b,Alto,4,E4,64,4.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,1,C#4,61,2.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,9,A4,69,7.0
bwv244.3.mxl,b,Alto,9,A4,69,7.0
bwv244.3.mxl,b,Alto,11,B4,71,1.0
bwv244.3.mxl,b,Alto,9,A4,69,7.0
bwv244.3.mxl,b,Alto,7,G4,67,6.0
bwv244.3.mxl,b,Alto,9,A4,69,7.0
bwv244.3.mxl,b,Alto,9,A4,69,7.0
bwv244.3.mxl,b,Alto,2,D5,74,3.0
bwv244.3.mxl,b,Alto,1,C#5,73,2.0
bwv244.3.mxl,b,Alto,11,B4,71,1.0
bwv244.3.mxl,b,Alto,9,A4,69,7.0
bwv244.3.mxl,b,Alto,7,G4,67,6.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,4,E4,64,4.0
bwv244.3.mxl,b,Alto,2,D4,62,3.0
bwv244.3.mxl,b,Alto,4,E4,64,4.0
bwv244.3.mxl,b,Alto,2,D4,62,3.0
bwv244.3.mxl,b,Alto,4,E4,64,4.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,7,G4,67,6.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,6,F#4,66,5.0
bwv244.3.mxl,b,Alto,3,D#4,63,
bwv244.3.mxl,b,Alto,4,E4,64,4.0
bwv244.3.mxl,b,Alto,4,E4,64,4.0
bwv244.3.mxl,b,Alto,2,D4,62,3.0
bwv244.3.mxl,b,Alto,7,G4,67,6.0
